id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16442951,Rental unit in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,103599801,Megan,,Chinatown,37.79241,-122.40667,Entire home/apt,126,30,11,2023-03-09,0.14,1,64,4,
15984490,Rental unit in San Francisco · ★5.0 · 4 bedrooms · 2 baths,4152894,Gena And Jon,,Castro/Upper Market,37.76144,-122.44008,Entire home/apt,400,30,8,2017-09-16,0.10,2,122,0,DLW-28855DE
17271591,Resort in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,115416167,Mary,,Russian Hill,37.80628,-122.42008,Private room,140,2,58,2020-11-20,0.76,1,0,0,License not needed per OSTR
16443034,Rental unit in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,88017947,Steve &Quot;Tom&Quot;,,Nob Hill,37.79292,-122.41631,Private room,50,31,49,2023-03-31,0.63,1,238,5,
17287731,Home in San Francisco · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,1097396,Danna,,Noe Valley,37.75308,-122.4381,Private room,100,3,3,2018-09-08,0.04,4,0,0,
15987415,Serviced apartment in San Francisco · ★4.25 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,,South of Market,37.77655,-122.41538,Private room,81,1,73,2023-05-21,0.92,15,176,14,Exempt
16469515,Home in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,8859272,Linda,,Lakeshore,37.72490897277283,-122.47399139427033,Private room,40,30,5,2023-05-31,0.07,2,202,2,
16490343,Boutique hotel in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 private bath,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,230,2,8,2020-01-05,0.10,24,0,0,382559
16497229,Rental unit in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,19584367,Elisa,,North Beach,37.80451,-122.41351,Private room,53,30,84,2022-11-18,1.07,4,21,2,
15999597,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,6727363,Laura,,Castro/Upper Market,37.76344,-122.44396,Entire home/apt,125,30,19,2022-12-12,0.24,1,298,3,City registration pending
16519220,Home in San Francisco · ★4.99 · 1 bedroom · 1 bed · 1 bath,5805679,Laurence,,Castro/Upper Market,37.762901306152344,-122.44026947021484,Entire home/apt,466,3,147,2023-05-13,1.94,29,76,24,2023-000626STR
16001051,Boutique hotel in San Francisco · ★4.33 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,,South of Market,37.77722,-122.4156,Hotel room,100,1,22,2023-05-27,0.29,15,173,12,Exempt
17288451,Rental unit in San Francisco · ★4.97 · Studio · 1 bed · 1 bath,100672984,Roberto,,Castro/Upper Market,37.76236,-122.4295,Entire home/apt,180,2,182,2023-05-19,3.08,3,143,50,STR-0004922
16529602,Guest suite in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 bath,35352879,Aaron,,Parkside,37.743,-122.4913,Entire home/apt,65,30,12,2022-11-11,0.20,4,310,5,
17288739,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,40536296,Mustapha,,Haight Ashbury,37.77279,-122.44024,Entire home/apt,639,3,18,2023-04-14,0.27,1,353,6,Pending Application
16542790,Townhouse in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,2513762,Trey,,Western Addition,37.77359,-122.42441,Private room,59,30,139,2023-04-02,1.79,3,127,4,
17301795,Home in San Francisco · ★4.75 · 2 bedrooms · 2 beds · 2 baths,7179228,Jonathan,,Inner Richmond,37.77794,-122.45637,Entire home/apt,165,30,85,2023-03-26,1.12,2,7,1,1175583-01-181
16055131,Home in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 1 bath,10784845,Amy,,Twin Peaks,37.7503,-122.45214,Entire home/apt,289,5,47,2019-11-22,0.61,1,0,0,2022-007062STR
16068498,Rental unit in San Francisco · ★4.38 · Studio · 1 bed · 1 bath,104680075,Tim,,Haight Ashbury,37.77139,-122.45172,Entire home/apt,93,30,8,2022-06-28,0.10,1,103,1,
16556338,Home in San Francisco · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,8676376,Herbert,,Excelsior,37.72546,-122.4202,Private room,67,30,138,2021-12-01,1.77,5,203,0,
17305040,Guest suite in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 bath,1590064,Stuart,,Bernal Heights,37.747926960138614,-122.40863835286699,Entire home/apt,136,4,237,2023-05-24,3.10,2,68,26,STR-0002760
16560870,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,46593391,Steve,,Western Addition,37.76969,-122.42818,Entire home/apt,125,30,3,2019-07-21,0.04,1,149,0,
17318005,Rental unit in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,12767826,Susan,,Castro/Upper Market,37.76898,-122.43406,Entire home/apt,116,30,128,2023-05-01,1.69,1,160,8,1065705
16079346,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,50381482,Monette,,Haight Ashbury,37.76726,-122.44599,Private room,125,2,85,2023-05-27,1.24,1,26,24,
16569308,Rental unit in San Francisco · ★4.75 · 2 bedrooms · 1.5 baths,3843691,Amber,,Pacific Heights,37.79161,-122.4368,Entire home/apt,500,30,8,2018-01-02,0.11,2,364,0,
16086843,Boutique hotel in San Francisco · ★4.32 · 1 bedroom · 1 bed · 1 bath,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,125,1,318,2023-05-30,4.01,15,282,30,BAN-1030905
16088064,Rental unit in San Francisco · ★4.83 · 5 bedrooms · 7 beds · 3.5 baths,75323230,Joe,,Nob Hill,37.79044,-122.41776,Entire home/apt,600,30,121,2022-09-27,1.53,2,201,1,pending
16570444,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3843691,Amber,,Western Addition,37.78418,-122.43768,Private room,200,30,6,2018-08-31,0.08,2,179,0,
17343208,Hostel in San Francisco · ★4.71 · 4 bedrooms · 1 bed · 1 private bath,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Private room,100,1,173,2020-03-01,2.27,43,0,0,1003249
16570521,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,21303289,Eugenia And Alessandro,,Seacliff,37.78732,-122.49336,Private room,154,2,138,2023-05-28,1.80,1,131,41,
17344333,Hostel in San Francisco · ★4.73 · 2 bedrooms · 1 bed · 5 shared baths,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Shared room,50,1,85,2019-12-15,1.12,43,0,0,1003249
16649876,Rental unit in San Francisco · ★4.86 · 1 bedroom · 2 beds · 1 bath,48785800,Dawn,,Outer Mission,37.73093,-122.4525,Entire home/apt,175,1,243,2023-06-01,3.19,1,142,33,STR-0001969
17345722,Condo in San Francisco · ★4.93 · 2 bedrooms · 2 beds · 1 bath,1201229,Risa,,Castro/Upper Market,37.76074,-122.42878,Entire home/apt,475,7,46,2023-03-09,0.62,1,40,11,STR-0005007
16652268,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,110078968,Ahmed,,Haight Ashbury,37.77177,-122.44354,Entire home/apt,76,30,25,2023-05-06,0.37,7,124,5,
17367074,Rental unit in San Francisco · ★4.50 · 2 bedrooms · 2 beds · 1 bath,48178529,Mauricio,,Excelsior,37.72687,-122.42178,Entire home/apt,135,30,10,2022-05-05,0.13,2,36,0,
17367829,Home in San Francisco · 2 bedrooms · 2 beds · 1 shared bath,547669,Jamie,,Outer Sunset,37.75724,-122.49725,Private room,180,30,0,,,4,0,0,
18140914,Guest suite in San Francisco · ★4.85 · Studio · 2 beds · 1 bath,125069867,Sandhya,,Noe Valley,37.75295,-122.43666,Entire home/apt,175,2,162,2023-05-16,2.28,1,38,25,2022-004860STR
16661176,Condo in San Francisco · 1 bedroom · 1 bed · 1 private bath,9354894,Ray,,South of Market,37.78717,-122.39026,Private room,93,31,1,2017-01-21,0.01,4,0,0,
18156135,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,4997141,Ana,,Outer Sunset,37.76103,-122.50152,Entire home/apt,200,2,66,2023-05-10,0.92,1,216,18,STR-0002019
17369805,Rental unit in San Francisco · ★4.98 · Studio · 1 bed · 1.5 baths,100672984,Roberto,,Castro/Upper Market,37.76446,-122.42874,Entire home/apt,254,2,205,2023-05-10,2.71,3,140,39,STR-0004922
16678379,Home in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,9671092,Michelle,,Outer Sunset,37.76424,-122.47961,Private room,90,1,239,2023-05-31,3.12,2,52,32,
17405370,Guest suite in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,20369590,Peter,,Russian Hill,37.80604,-122.42302,Entire home/apt,241,3,222,2023-05-08,3.05,1,36,38,STR-0005806
18195108,Rental unit in San Francisco · 1 bedroom · 3 beds · 1 bath,374909,Eric,,Haight Ashbury,37.76547,-122.44616,Entire home/apt,100,30,1,2019-07-31,0.02,2,315,0,
16688334,Rental unit in San Francisco · ★4.78 · 1 bedroom · 3 beds · 1 bath,7731691,Allison,,Russian Hill,37.79713,-122.42298,Entire home/apt,159,4,89,2023-01-13,1.16,1,0,6,STR-0003984
18199221,Condo in San Francisco · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,304688,Vanessa,,Outer Richmond,37.77608,-122.47894,Entire home/apt,415,4,34,2022-12-31,0.54,1,256,10,Pending Application
18209966,Loft in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,3273603,Donna,,Western Addition,37.77378,-122.4245,Entire home/apt,177,1,184,2023-05-28,2.51,2,25,32,STR-0002022
17408466,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,117716563,Daniel,,South of Market,37.77946,-122.39827,Entire home/apt,105,90,14,2022-08-20,0.20,1,265,1,
16700935,Condo in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,4244521,Jeff,,Potrero Hill,37.76344,-122.39494,Private room,149,3,264,2023-05-29,3.40,2,211,33,
17408793,Rental unit in San Francisco · ★4.82 · 2 bedrooms · 3 beds · 1 bath,45156079,Peter,,Outer Sunset,37.75746,-122.4863,Entire home/apt,181,2,450,2023-05-29,5.96,1,48,72,STR-0004673
18212346,Home in San Francisco · ★4.67 · 4 bedrooms · 4 beds · 2 baths,125735523,Diane,,Inner Richmond,37.78201,-122.47841,Entire home/apt,425,3,3,2017-07-14,0.04,1,0,0,STR-0002144
16710475,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,14818517,Aliah,,Potrero Hill,37.75959,-122.39714,Private room,132,2,143,2023-05-13,1.89,1,96,32,STR-0000793
17419327,Aparthotel in San Francisco · ★4.68 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,28,2022-08-13,0.37,12,125,1,License not needed per OSTR
16738680,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,111017451,Rick,,North Beach,37.80285,-122.40696,Entire home/apt,146,365,1,2017-03-27,0.01,1,364,0,
17419803,Aparthotel in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,63,32,15,2021-08-24,0.20,12,168,0,License not needed per OSTR
18221524,Rental unit in San Francisco · ★4.89 · Studio · 1 bed · 1 bath,5529529,Ida,,Nob Hill,37.79017,-122.41397,Entire home/apt,85,30,9,2018-01-10,0.12,1,0,0,
18231981,Condo in San Francisco · ★4.89 · 1 bedroom · 2 beds · 1 bath,125934684,Olga,,South of Market,37.78766,-122.39052,Entire home/apt,156,30,19,2022-10-01,0.26,2,79,1,
16745600,Condo in San Francisco · ★4.75 · Studio · 1 bed · 1 bath,11417078,David,,Downtown/Civic Center,37.78526,-122.41517,Entire home/apt,75,30,4,2023-04-02,0.05,4,99,3,
17420087,Aparthotel in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,63,32,41,2022-10-10,0.55,12,115,1,License not needed per OSTR
16778737,Home in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 private bath,35352879,Aaron,,Parkside,37.74289,-122.49003,Private room,66,30,7,2021-12-24,0.12,4,156,0,
16779057,Guest suite in San Francisco · ★4.83 · 1 bedroom · 1 bed · 1 bath,35352879,Aaron,,Parkside,37.74455,-122.48995,Entire home/apt,58,30,12,2022-11-12,0.17,4,133,3,
17421876,Guest suite in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 bath,61184414,Marina,,Excelsior,37.71641,-122.4364,Entire home/apt,106,2,230,2023-05-29,3.01,2,57,36,STR-0002644
18286171,Guest suite in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 private bath,62034618,Ting Ting,,Lakeshore,37.7302,-122.49134,Private room,65,1,145,2023-05-27,2.00,21,336,8,
16779078,Boutique hotel in San Francisco · ★4.41 · 1 bedroom · 2 beds · 1 private bath,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,149,1,226,2023-05-27,2.91,15,245,22,BAN-1030905
16797018,Home in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,3617002,Sarah & Pankaj,,Potrero Hill,37.76122,-122.40366,Private room,98,1,297,2023-05-24,3.83,7,73,58,
18291265,Home in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 private bath,5254975,Angela,,Parkside,37.73823,-122.48479,Private room,112,2,136,2023-04-30,1.93,1,134,23,
16839850,Rental unit in San Francisco · ★4.70 · 1 bedroom · 2 beds · 1 bath,44354824,Laura,,Nob Hill,37.79318,-122.41668,Entire home/apt,103,31,11,2023-02-02,0.14,1,220,3,
18328333,Rental unit in San Francisco · ★4.38 · 1 bedroom · 1 bed · 1 bath,8145777,Michael,,South of Market,37.77737,-122.40398,Entire home/apt,140,30,8,2023-04-04,0.37,7,297,2,
18333674,Aparthotel in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,11,2023-01-03,0.17,12,111,1,License not needed per OSTR
17430696,Guest suite in San Francisco · ★4.98 · Studio · 1 bed · 1 bath,117919835,Mauricio & Tereza,,Outer Mission,37.72843,-122.45208,Entire home/apt,150,2,243,2023-05-30,3.38,1,300,29,STR-0002084
17433075,Hostel in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 private bath,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Private room,100,1,165,2020-02-27,2.21,43,0,0,1003249
17433218,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,25963935,Michelle,,Inner Sunset,37.762908935546875,-122.46837615966797,Entire home/apt,529,2,19,2023-01-05,0.26,1,0,3,STR-0003434
16858141,Home in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,84154713,Sean,,Bayview,37.72735,-122.38966,Private room,31,3,233,2023-05-21,3.02,4,77,13,
18345958,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 3 baths,652949,Matt,,Bernal Heights,37.74411,-122.41242,Entire home/apt,498,14,15,2021-09-05,0.20,1,0,0,STR-0002293
16868984,Home in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,112412497,Mary,,Bernal Heights,37.74203,-122.42271,Private room,124,30,4,2017-03-13,0.05,1,87,0,
18348792,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,53898305,Todd,,Mission,37.763858312410306,-122.42569968214156,Entire home/apt,190,30,1,2021-12-04,0.05,1,277,0,
16872797,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,32363478,Marie,,Diamond Heights,37.74569,-122.44739,Private room,120,30,313,2020-05-08,4.07,1,268,0,
18349074,Hostel in San Francisco · ★4.56 · 1 bedroom · 4 beds · 2 shared baths,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Private room,100,1,55,2019-10-07,0.75,43,0,0,1003249
17434665,Rental unit in San Francisco · ★4.90 · Studio · 1 bed · 1 bath,32614449,Steve,,West of Twin Peaks,37.74277,-122.45686,Entire home/apt,163,30,71,2023-01-29,0.94,1,307,2,City registration pending
16913294,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,9354894,Ray,,South of Market,37.78721,-122.39027,Private room,98,31,11,2020-03-15,0.15,4,330,0,
16930263,Boutique hotel in San Francisco · ★4.55 · Studio · 1 bed · 1 private bath,17042045,The Bartlett,,Downtown/Civic Center,37.7873,-122.40754,Private room,72,1,121,2023-05-19,1.58,45,0,3,365804.0
17444964,Home in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,34675376,Karen,,Noe Valley,37.75275,-122.4412,Entire home/apt,425,2,149,2023-04-21,2.11,1,28,21,STR-0002298
18359884,Guest suite in San Francisco · ★4.98 · 1 bedroom · 1 bath,9483729,Gonzalo,,Castro/Upper Market,37.76697,-122.4391,Entire home/apt,314,30,48,2018-05-08,0.68,1,173,0,STR-0002095
16930348,Boutique hotel in San Francisco · ★4.44 · Studio · 1 bed · 1 private bath,17042045,The Bartlett,,Downtown/Civic Center,37.78616,-122.4098,Private room,69,1,62,2023-03-17,0.81,45,0,3,365804.0
18395510,Rental unit in San Francisco · ★New · 1 bedroom · 3 beds · 1 shared bath,7584596,Dennis,,Bayview,37.73019192702492,-122.38877578769637,Private room,73,1,2,2023-05-31,1.71,4,70,2,
16930431,Boutique hotel in San Francisco · ★4.53 · Studio · 1 bed · 1 private bath,17042045,The Bartlett,,Downtown/Civic Center,37.78696,-122.40986,Private room,67,1,98,2023-05-21,1.27,45,0,2,365804.0
18450289,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,124237,Griffin And Caitlyn,,Mission,37.76779,-122.42107,Entire home/apt,243,3,5,2021-10-02,0.09,1,0,0,STR-0005144
17445405,Bungalow in San Francisco · ★4.62 · 1 bedroom · 2 beds · 1 shared bath,40297300,MightyIgor,,Bayview,37.72738,-122.372,Private room,52,30,200,2022-08-27,2.62,1,289,11,
17501002,Guest suite in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 1 bath,69222920,Amit,,Excelsior,37.72429,-122.41684,Entire home/apt,145,3,128,2022-07-30,1.72,1,23,7,2022-005289STR
16944002,Condo in San Francisco · ★4.45 · 1 bedroom · 2 beds · 1 bath,2414700,Phil,,Nob Hill,37.79112,-122.41198,Entire home/apt,119,30,29,2022-09-12,0.43,1,237,1,City registration pending
17508667,Home in San Francisco · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,27123550,Jacquelyn,,Bayview,37.73341,-122.39008,Private room,65,30,8,2023-04-04,0.11,4,120,1,
18451025,Rental unit in San Francisco · 2 bedrooms · 3 beds · 2 baths,1892430,Jan,,North Beach,37.80439,-122.40662,Entire home/apt,332,30,0,,,30,334,0,
18459919,Boutique hotel in San Francisco · ★5.0 · Studio · 1 bed · 1 private bath,85132,Sanford,,Chinatown,37.79101,-122.40616,Private room,391,2,7,2022-06-09,0.10,15,364,1,421763
16944449,Boutique hotel in San Francisco · ★4.48 · Studio · 1 bed · 1 private bath,17042045,The Bartlett,,Downtown/Civic Center,37.7872,-122.40953,Private room,71,1,126,2023-03-12,1.64,45,0,4,365804.0
17514911,Home in San Francisco · ★4.72 · 2 bedrooms · 2 beds · 2 baths,4346095,Ava,,Outer Mission,37.73326873779297,-122.43934631347656,Entire home/apt,234,1,266,2023-05-16,3.52,2,103,60,STR-0005233
16959624,Home in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 2 baths,331649,Mariam,,Inner Richmond,37.7855,-122.4651,Entire home/apt,359,1,83,2022-12-29,1.10,2,362,14,2021-009907STR
16972331,Hotel in San Francisco · ★4.36 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78596,-122.40706,Private room,70,1,50,2023-03-17,0.65,19,0,10,License not needed per OSTR
17516202,Rental unit in San Francisco · ★4.55 · 1 bedroom · 1 bed · 0 baths,50160697,Ver,,Downtown/Civic Center,37.78543,-122.41439,Private room,87,1,150,2023-05-20,1.97,7,273,13,
16972383,Aparthotel in San Francisco · ★4.30 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78679,-122.40748,Private room,70,1,73,2023-04-11,0.95,19,0,8,License not needed per OSTR
17518933,Rental unit in San Francisco · ★4.51 · 1 bedroom · Shared half-bath,50160697,Ver,,Downtown/Civic Center,37.78709,-122.41434,Private room,77,2,64,2023-03-12,0.87,7,270,4,
17570252,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,1483268,Sari,,Castro/Upper Market,37.7575,-122.43347,Entire home/apt,125,30,5,2017-08-13,0.07,1,22,0,
18464444,Guest suite in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,7012008,Judith,,Noe Valley,37.74769,-122.43013,Entire home/apt,275,6,61,2023-05-21,0.86,1,26,14,STR-0002175
18470412,Boutique hotel in San Francisco · ★4.67 · Studio · 2 beds · 1 private bath,85132,Sanford,,Chinatown,37.79147,-122.40629,Private room,391,2,3,2019-01-11,0.05,15,365,0,421763
18471072,Boutique hotel in San Francisco · Studio · 1 bed · 1 private bath,85132,Sanford,,Chinatown,37.79121,-122.40779,Private room,391,2,2,2022-09-23,0.03,15,364,1,421763
16987679,Aparthotel in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,44,2022-10-31,0.58,12,122,1,License not needed per OSTR
17011295,Serviced apartment in San Francisco · ★4.42 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,,South of Market,37.77627944946289,-122.41506958007812,Private room,111,1,113,2023-05-27,1.47,15,95,28,License not needed per OSTR
18471840,Boutique hotel in San Francisco · ★5.0 · Studio · 1 bed · 1 private bath,85132,Sanford,,Chinatown,37.79143,-122.40824,Private room,391,2,3,2022-09-22,0.07,15,365,1,421763
18472576,Boutique hotel in San Francisco · Studio · 1 bed · 1 private bath,85132,Sanford,,Chinatown,37.79167,-122.40655,Private room,391,2,2,2018-10-04,0.03,15,364,0,421763
17016281,Aparthotel in San Francisco · ★4.60 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,73,32,42,2022-07-31,0.55,12,84,1,License not needed per OSTR
18473036,Boutique hotel in San Francisco · ★4.86 · Studio · 1 bed · 1 private bath,85132,Sanford,,Financial District,37.78943,-122.40608,Private room,391,2,7,2023-04-26,0.12,15,364,3,421763
17585947,Guest suite in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 1 bath,836116,Elizabeth,,Outer Richmond,37.77726,-122.499298,Entire home/apt,250,3,208,2023-05-23,2.77,2,73,33,STR-0003252
17016637,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,106291188,May,,Lakeshore,37.73555,-122.48153,Private room,88,1,339,2023-05-23,4.44,1,90,89,
18474596,Boutique hotel in San Francisco · Studio · 1 bed · 1 private bath,85132,Sanford,,Chinatown,37.79104,-122.40793,Private room,391,2,2,2022-09-23,0.05,15,364,1,421763
17041687,Aparthotel in San Francisco · ★4.17 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78514,-122.40785,Private room,73,1,47,2023-04-29,0.61,19,0,5,License not needed per OSTR
18475014,Boutique hotel in San Francisco · ★5.0 · Studio · 1 bed · 1 private bath,85132,Sanford,,Financial District,37.78992,-122.40609,Private room,391,2,6,2023-01-11,0.09,15,364,1,421763
17587530,Rental unit in San Francisco · ★4.94 · Studio · 1 bed · 1 bath,119481494,L.,,Marina,37.79925,-122.43714,Entire home/apt,177,30,34,2023-04-02,0.45,1,276,5,
17075256,Condo in San Francisco · 1 bedroom · 1 bed · 1 private bath,2493198,Katarina,,Western Addition,37.78477,-122.43386,Private room,98,30,0,,,1,89,0,
17624771,Home in San Francisco · ★4.87 · 3 bedrooms · 4 beds · 1 bath,119843344,Jeannette,,Noe Valley,37.7447,-122.43911,Entire home/apt,182,30,93,2023-03-10,1.24,1,8,1,City Registration Pending
18475146,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 shared bath,128144143,Aleksejs,,Inner Richmond,37.78003,-122.46873,Private room,50,31,0,,,1,0,0,
17107439,Rental unit in San Francisco · ★4.18 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78527,-122.40733,Private room,75,1,34,2023-05-21,0.46,19,0,2,
18488036,Rental unit in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 1 bath,5532120,Alison,,Marina,37.80411,-122.44081,Entire home/apt,510,2,65,2023-05-22,0.88,1,348,17,City Registration Pending
17626794,Rental unit in San Francisco · ★4.33 · 1 bedroom · 1 bed · 1 private bath,23719876,Yumi,,Nob Hill,37.79092,-122.42124,Private room,76,30,12,2023-04-08,0.19,28,268,2,
17626853,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,23719876,Yumi,,Nob Hill,37.7923,-122.42145,Private room,76,30,3,2020-04-01,0.05,28,316,0,
17626927,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,23719876,Yumi,,Nob Hill,37.79181,-122.41943,Private room,90,30,2,2023-02-16,0.03,28,283,1,
17120944,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,14003785,Pam,,Pacific Heights,37.78902,-122.44154,Private room,169,4,36,2023-03-03,0.48,3,170,9,
17120964,Rental unit in San Francisco · ★4.10 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,,Downtown/Civic Center,37.78519,-122.4071,Private room,75,1,20,2023-05-07,0.27,19,0,1,
17642091,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 1 bed · 1 bath,6641931,Audrey,,Bernal Heights,37.74503,-122.41992,Entire home/apt,95,2,224,2023-05-21,3.09,1,35,36,STR-0002145
17642620,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 private bath,23719876,Yumi,,Nob Hill,37.79193,-122.42138,Private room,76,30,5,2023-05-14,0.28,28,290,4,
18492236,Rental unit in San Francisco · 3 bedrooms · 4 beds · 2.5 baths,128311917,Ron,,Twin Peaks,37.74835,-122.44566,Entire home/apt,193,30,2,2019-06-16,0.03,4,308,0,
18492603,Rental unit in San Francisco · ★4.0 · 2 bedrooms · 3 beds · 1.5 baths,128311917,Ron,,Twin Peaks,37.74731,-122.44519,Entire home/apt,147,30,3,2018-01-11,0.04,4,268,0,
17139721,Serviced apartment in San Francisco · ★4.30 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,,South of Market,37.77628,-122.41507,Private room,103,1,112,2023-04-29,1.46,15,177,23,License not needed per OSTR
18492773,Rental unit in San Francisco · ★4.0 · Studio · 1 bed · 1 bath,128311917,Ron,,Twin Peaks,37.74917,-122.44472,Entire home/apt,62,30,9,2023-03-12,0.12,4,308,3,
17651619,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,19584367,Elisa,,North Beach,37.80512,-122.41524,Private room,53,30,38,2022-06-13,0.50,4,249,1,
17157954,Rental unit in San Francisco · ★4.79 · 2 bedrooms · 3 beds · 1 bath,1281984,Anita,,Bernal Heights,37.74694,-122.40796,Entire home/apt,235,2,100,2023-05-18,1.30,1,133,31,STR-0001953
17654515,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,4856574,Jeff,,Mission,37.75857,-122.41302,Private room,50,30,9,2023-02-01,0.12,7,145,2,
