id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
958,Serviced apartment in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,1169,Holly,,Western Addition,37.77028,-122.43317,Entire home/apt,204,2,393,2023-04-28,2.33,1,94,53,City Registration Pending
5858,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 2 baths,8904,Philip And Tania,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235,30,111,2017-08-06,0.65,1,365,0,
468490,Condo in San Francisco · ★4.59 · 4 bedrooms · 4 beds · 2.5 baths,285168,Bill,,Russian Hill,37.80109,-122.41385,Entire home/apt,428,2,71,2023-05-28,0.61,1,203,17,STR-0000265
138592,Home in San Francisco · ★4.91 · 4 bedrooms · 4 beds · 2 baths,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home/apt,1236,5,34,2022-12-31,0.24,1,129,3,Pending Application
8142,Rental unit in San Francisco · ★4.67 · 1 bedroom · 1 bed · 4 shared baths,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,56,32,9,2022-10-27,0.08,14,333,1,
474107,Home in San Francisco · ★4.91 · 3 bedrooms · 4 beds · 1 shared bath,2318089,Inés,,Excelsior,37.72369,-122.42865,Private room,86,2,138,2023-05-31,1.93,2,30,30,
8339,Condo in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,24215,Rosy,,Western Addition,37.77564,-122.43642,Entire home/apt,480,5,28,2019-06-28,0.17,2,365,0,STR-0000264
487019,Rental unit in San Francisco · ★4.53 · 3 bedrooms · 4 beds · 2 baths,2410550,Cecile,,Potrero Hill,37.75622,-122.39821,Entire home/apt,255,5,33,2023-05-20,0.25,1,262,7,STR-0001599
142177,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 1 bath,656263,Noreen,,Outer Richmond,37.7844,-122.47932,Entire home/apt,491,5,238,2023-04-24,1.68,1,79,11,STR-0002192
8739,Condo in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1 private bath,7149,Ivan & Wendy,,Mission,37.7603,-122.42197,Private room,131,1,782,2023-05-22,4.64,2,152,40,
10537,Place to stay in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,36752,Teresa,,Bayview,37.7175,-122.39698,Private room,95,1,19,2023-01-28,0.12,2,358,1,
144242,Home in San Francisco · ★4.86 · 3 bedrooms · 3 beds · 2 baths,699215,Kate,,Inner Richmond,37.78546,-122.46148,Entire home/apt,552,3,22,2022-01-02,0.15,1,25,0,2022-011317STR
487499,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,125,30,193,2023-04-17,1.45,1,233,4,
10578,Rental unit in San Francisco · ★4.93 · Studio · 1 bed · 1 bath,37049,Andrew,,Nob Hill,37.79249,-122.41499,Entire home/apt,100,30,18,2015-05-17,0.13,1,297,0,
12041,Rental unit in San Francisco · ★4.0 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76901,-122.44701,Private room,65,32,7,2022-06-11,0.05,14,365,1,
12042,Rental unit in San Francisco · ★3.20 · 1 bedroom · 2 beds · 3 shared baths,21994,Aaron,,Haight Ashbury,37.76932,-122.44723,Private room,65,32,5,2015-10-18,0.04,14,365,0,
490931,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 bath,1269188,Maureen,,Bernal Heights,37.74766,-122.42041,Private room,100,30,80,2022-11-26,0.72,1,330,1,
144978,Rental unit in San Francisco · ★4.68 · 1 bedroom · 1 bed,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,57,30,121,2023-02-28,0.83,9,112,1,
12522,Rental unit in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,18431,Brenda,,Castro/Upper Market,37.76237,-122.42992,Private room,99,3,453,2023-05-09,2.78,1,29,26,
147443,Rental unit in San Francisco · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,709325,Mark,,Diamond Heights,37.74633,-122.44591,Entire home/apt,167,30,111,2022-09-30,0.76,5,269,2,STR-0000672
148627,Rental unit in San Francisco · ★4.31 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,85,30,118,2022-10-13,0.84,5,261,4,
491867,Condo in San Francisco · ★4.85 · 3 bedrooms · 3 beds · 2 baths,969518,Sona,,Western Addition,37.77196,-122.43477,Entire home/apt,425,2,62,2023-05-29,0.47,1,7,14,STR-0000192
18231,Rental unit in San Francisco · ★4.84 · Studio · 2 beds · 1 bath,70224,Arlene Helfand,,Noe Valley,37.74916,-122.42971,Entire home/apt,95,30,69,2022-06-19,0.44,1,232,1,
493889,Rental unit in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,2439917,Germaine,,Outer Mission,37.72833,-122.44125,Entire home/apt,225,4,105,2023-04-28,0.79,1,358,13,STR-0004820
494111,Rental unit in San Francisco · ★4.66 · 1 bedroom · 2 beds · 1 bath,252927,Vivian,,Outer Richmond,37.77988,-122.48488,Entire home/apt,145,3,227,2023-04-29,1.72,2,331,26,STR-0005156
148769,Rental unit in San Francisco · ★4.16 · 1 bedroom · 1 bed · 1 bath,709325,Mark,,Twin Peaks,37.75045,-122.44956,Entire home/apt,70,30,96,2022-12-24,0.88,5,309,1,STR-0000672
149108,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,719538,Margaret,,Haight Ashbury,37.76216,-122.45022,Entire home/apt,193,30,4,2023-05-14,0.04,1,170,2,
150347,Rental unit in San Francisco · ★4.73 · 2 bedrooms · 2 beds · 1 bath,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,158,30,132,2023-05-10,0.91,2,202,3,
18904,Home in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,72464,Patrick,,Western Addition,37.77247,-122.43301,Private room,131,2,451,2023-05-28,3.22,1,43,33,
166199,Guesthouse in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 bath,792371,Matt,,Castro/Upper Market,37.76241,-122.43026,Entire home/apt,170,30,159,2019-07-08,1.11,1,58,0,City registration pending
166771,Rental unit in San Francisco · ★4.88 · 1 bedroom · 3 beds · 1 bath,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,150,30,172,2023-04-17,1.20,1,109,4,
175090,Rental unit in San Francisco · ★4.42 · Studio · 2 beds · 1 bath,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,99,30,27,2023-06-01,0.19,5,307,2,
175102,Rental unit in San Francisco · ★4.73 · Studio · 2 beds · 1 bath,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,123,30,55,2023-03-11,0.38,5,293,1,
501770,Rental unit in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,2475480,Arthur,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220,30,110,2022-09-26,0.83,5,155,2,
503362,Rental unit in San Francisco · ★4.93 · 2 bedrooms · 2 beds · 2 baths,2475480,Arthur,,Haight Ashbury,37.77265,-122.43857,Entire home/apt,350,30,116,2022-09-15,0.87,5,155,1,
504146,Guest suite in San Francisco · ★4.93 · Studio · 2 beds · 1 bath,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,325,2,113,2023-05-15,0.86,1,10,8,STR-0000323
21334,Loft in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,81455,Joe,,Nob Hill,37.7962,-122.41562,Entire home/apt,149,30,124,2022-07-01,0.78,1,326,1,City registration pending
505530,Home in San Francisco · ★4.69 · 4 bedrooms · 6 beds · 2 baths,698337,Emily,,Bernal Heights,37.74154,-122.4086,Entire home/apt,275,30,13,2023-01-31,0.11,2,146,1,City registration pending
183859,Rental unit in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 1 bath,882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,211,3,326,2023-05-22,2.43,1,288,29,STR-0000017
23611,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,18732,Cecilia,,Bernal Heights,37.745167360753,-122.41226540547652,Entire home/apt,234,5,261,2022-09-25,1.63,1,30,6,STR-0004198
24463,Condo in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 private bath,99128,Cathryn,,Potrero Hill,37.75565,-122.40125,Private room,176,2,360,2023-05-29,2.27,2,249,34,
193292,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · Half-bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,2014-09-22,0.45,1,308,0,
511991,Condo in San Francisco · 2 bedrooms · 3 beds · 2 baths,723220,Helena,,Financial District,37.79138,-122.39761,Entire home/apt,390,31,1,2012-09-14,0.01,1,304,0,
24723,Guest suite in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,100800,Cynthia,,Pacific Heights,37.78897,-122.43376,Entire home/apt,190,5,414,2023-05-14,2.58,2,21,35,Pending Application
519796,Rental unit in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,126,31,79,2018-12-08,0.59,1,271,0,1025574
201313,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,984585,Robb,,North Beach,37.80356,-122.40437,Entire home/apt,175,30,3,2021-06-26,0.05,1,63,0,
25094,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,103339,Bruce,,Glen Park,37.74159,-122.43159,Private room,165,5,63,2023-05-30,0.74,1,336,11,
207980,Home in San Francisco · ★4.82 · 3 bedrooms · 5 beds · 1 bath,1023546,Bruce,,Diamond Heights,37.74325,-122.43756,Entire home/apt,359,2,571,2023-05-17,4.00,1,238,61,STR-0000023
522273,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,62,30,11,2019-08-16,0.15,1,86,0,
27028,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 private bath,7149,Ivan & Wendy,,Mission,37.76005,-122.42208,Private room,171,1,27,2023-03-06,0.28,2,0,1,
530857,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,85,2,40,2023-04-09,0.65,2,309,6,
29373,Home in San Francisco · ★4.88 · 2 bedrooms · 2 beds · 2 baths,126263,Cecilia,,Bernal Heights,37.73871,-122.41167,Entire home/apt,190,4,18,2022-07-30,0.12,2,15,1,STR-0000280
208714,Rental unit in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,2018-01-11,0.55,1,316,0,City registration pending
29557,Rental unit in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,126036,Gigi,,Outer Richmond,37.77885,-122.50534,Entire home/apt,175,2,119,2023-05-17,0.76,1,284,23,STR-0001135
531151,Home in San Francisco · ★4.92 · 4 bedrooms · 6 beds · 2.5 baths,2608908,Jennifer,,Bernal Heights,37.73466,-122.41694,Entire home/apt,456,4,26,2023-04-17,0.24,1,23,6,STR-0000603
32414,Rental unit in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1 bath,140251,Lisa,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150,30,94,2019-09-29,0.60,1,156,0,City registration pending
533627,Home in San Francisco · ★4.83 · 3 bedrooms · 3 beds · 3 baths,2544752,Fran,,Potrero Hill,37.7608,-122.40379,Entire home/apt,1074,30,35,2021-03-27,0.27,1,74,0,STR-0000040
208831,Guest suite in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1 bath,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,180,3,581,2023-06-03,4.08,1,43,41,STR-0000318
209514,Home in San Francisco · ★4.70 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77255,-122.44985,Private room,73,1,601,2023-05-21,4.21,5,339,51,
33578,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,145258,Kepa,,Potrero Hill,37.76451,-122.39643,Entire home/apt,290,1,722,2023-05-25,4.67,2,361,56,STR-0000073
212783,Home in San Francisco · ★4.59 · 1 bedroom · 2 beds · 2 shared baths,1032643,Josh,,Haight Ashbury,37.77085,-122.44814,Private room,84,1,575,2023-05-13,4.03,5,326,51,
213532,Home in San Francisco · ★4.52 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77175,-122.45012,Private room,78,1,665,2023-05-20,4.66,5,309,72,
537133,Guest suite in San Francisco · ★4.71 · 1 bedroom · 2 beds · 1 bath,127367,Michelle,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,97,30,7,2022-10-18,0.05,5,276,2,
39418,Rental unit in San Francisco · ★4.92 · Studio · 1 bed · 1 bath,169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home/apt,110,30,26,2023-01-28,0.18,2,249,2,
40092,Rental unit in San Francisco · ★4.63 · 2 bedrooms · 1 bed · 1 bath,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home/apt,116,30,104,2022-08-20,0.67,2,156,1,
545685,Guest suite in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,2676602,Su,,Outer Richmond,37.77502,-122.48035,Entire home/apt,89,2,1026,2023-05-31,7.70,2,3,92,STR-0000234
217106,Rental unit in San Francisco · ★4.70 · Studio · 1 bed · 1 bath,374909,Eric,,Haight Ashbury,37.76551,-122.44614,Entire home/apt,105,30,50,2021-10-01,0.35,2,314,0,
41055,Home in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,178043,Chas,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,140,4,83,2023-04-09,0.53,1,0,17,City Registration Pending
41172,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,53314,Sue,,Bernal Heights,37.74132,-122.41818,Private room,115,30,300,2023-01-06,1.93,1,250,16,
218567,Condo in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1 bath,1130612,Marin,,Western Addition,37.78618,-122.43209,Entire home/apt,250,30,89,2022-12-28,0.62,1,252,2,
220418,Home in San Francisco · ★4.51 · 1 bedroom · 1 bed · 2 baths,1032643,Josh,,Haight Ashbury,37.77031,-122.44948,Private room,73,1,546,2023-05-21,3.83,5,328,46,
555596,Guest suite in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,1772044,Judy,,Noe Valley,37.74402,-122.43729,Entire home/apt,119,3,161,2023-05-28,1.22,1,26,16,2022-010573STR
41609,Condo in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,165,30,28,2023-03-27,0.18,1,297,3,
229319,Rental unit in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 bath,12798954,Anya,,Bernal Heights,37.73825,-122.41451,Entire home/apt,239,5,27,2022-12-27,0.20,2,220,9,2022-004580STR
44032,Rental unit in San Francisco · ★4.84 · 1 bedroom · 1 bed · 1 bath,98733,David + Tina,,Mission,37.75158,-122.41158,Entire home/apt,99,30,300,2023-03-04,1.93,1,8,5,Monthly Only
231129,Townhouse in San Francisco · ★4.40 · 1 bedroom · 4 beds · 1 bath,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,1057,2,74,2022-10-23,0.53,5,352,1,City Registration Pending
561148,Home in San Francisco · ★4.95 · 3 bedrooms · 3 beds · 2 baths,2758480,Steve,,Inner Richmond,37.77689,-122.45594,Entire home/apt,450,4,38,2023-04-24,0.29,1,14,7,City Registration Pending
44680,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,196626,Paul,,Mission,37.75131,-122.42167,Entire home/apt,150,60,3,2010-10-04,0.02,1,119,0,
561602,Home in San Francisco · ★4.98 · 2 bedrooms · 2 beds · 1 shared bath,2760904,Matthew,,Bernal Heights,37.74403,-122.41755,Private room,80,4,255,2023-05-22,1.93,1,66,38,
232060,Guest suite in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,95,30,113,2017-09-25,0.82,1,330,0,30+ Rental Only
47682,Rental unit in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home/apt,125,30,34,2022-08-13,0.22,9,308,2,
238204,Guest suite in San Francisco · ★4.75 · 1 bedroom · 2 beds · 1 bath,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74228,-122.50415,Entire home/apt,147,2,286,2023-05-25,2.02,1,282,29,STR-0000446
51557,Rental unit in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,237200,Len,,Western Addition,37.7714,-122.42935,Entire home/apt,125,183,109,2022-08-27,0.71,1,358,1,
563887,Guest suite in San Francisco · ★4.93 · 3 bedrooms · 3 beds · 1 bath,2772791,Bob,,Haight Ashbury,37.7592,-122.44888,Entire home/apt,250,30,16,2023-01-16,0.12,1,76,4,2022-010115STR
51773,Rental unit in San Francisco · ★4.61 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79373,-122.42507,Private room,57,30,166,2021-12-31,1.13,9,296,0,
53280,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,126263,Cecilia,,Bernal Heights,37.73805,-122.41165,Private room,95,3,145,2019-12-15,0.94,2,308,0,
568161,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,72,2,404,2023-05-21,3.09,1,45,23,
245339,Condo in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 bath,1257432,San Francisco Life,,Downtown/Civic Center,37.78353,-122.41997,Entire home/apt,120,30,8,2018-09-16,0.07,28,365,0,
54518,Condo in San Francisco · ★4.59 · 1 bedroom · 1 bed · 1 bath,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,119,30,21,2022-10-05,0.14,1,217,1,
251792,Home in San Francisco · ★4.87 · 3 bedrooms · 6 beds · 3 baths,1320750,Nilesh,,Outer Sunset,37.75474,-122.48924,Entire home/apt,511,2,15,2023-05-23,0.11,1,194,6,2022-009176STR
54634,Rental unit in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,216682,Jay,,Pacific Heights,37.79352,-122.42649,Entire home/apt,119,30,49,2022-08-08,0.32,9,340,1,
571142,Serviced apartment in San Francisco · ★4.84 · 2 bedrooms · 2 beds · 1 bath,2072534,Adam,,Inner Sunset,37.76459,-122.45483,Entire home/apt,149,30,47,2023-01-07,0.36,1,0,2,
55636,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 bath,262875,Paul,,Twin Peaks,37.74778,-122.44566,Entire home/apt,120,30,28,2022-02-01,0.18,3,307,0,
582335,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,2867852,Adam,,Marina,37.80144,-122.43865,Entire home/apt,1149,4,11,2021-07-27,0.08,1,127,0,STR-0001314
256176,Guest suite in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,976125,Eva,,Inner Richmond,37.776084899902344,-122.45552062988281,Private room,100,2,452,2023-05-29,3.21,1,327,46,
56621,Rental unit in San Francisco · ★4.65 · 1 bedroom · 1 bed · 0 shared baths,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,60,30,128,2023-05-14,0.84,9,295,1,
258873,Rental unit in San Francisco · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,1360620,Debbie,,North Beach,37.80023,-122.40844,Private room,100,2,426,2023-05-23,3.26,2,110,36,
585326,Guest suite in San Francisco · ★4.80 · 1 bedroom · 2 beds · 1 bath,2676602,Su,,Outer Richmond,37.77547,-122.48116,Entire home/apt,82,2,940,2023-05-27,7.09,2,70,92,STR-0000234
57561,Rental unit in San Francisco · ★4.63 · 1 bedroom · 1 bed · 1 bath,272890,Theodore,,Bernal Heights,37.74684,-122.41548,Entire home/apt,178,30,225,2023-05-03,1.47,1,308,4,City registration pending
57676,Rental unit in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,142882,Jessica And Sebouh,,Mission,37.75758,-122.42043,Private room,99,30,122,2019-09-21,0.83,2,0,0,
587375,Home in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2896645,Cameron,,Mission,37.76091,-122.42393,Entire home/apt,400,3,80,2023-05-21,0.60,1,156,1,2023-003541STR
269463,Rental unit in San Francisco · ★4.77 · 1 bedroom · 1 bed · 1 bath,1244308,Lawrence,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250,2,174,2023-04-24,1.24,1,28,13,STR-0000224
59702,Cottage in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,287136,Toby,,Bernal Heights,37.74188,-122.4127,Private room,100,30,192,2019-07-20,1.32,1,160,0,
269756,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,1409731,Daniel,,Twin Peaks,37.75265,-122.45092,Private room,115,90,7,2016-08-12,0.07,1,0,0,
271602,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,113,30,119,2023-05-28,0.85,1,181,7,STR-0000846
589767,Rental unit in San Francisco · ★4.79 · 2 bedrooms · 4 beds · 1 bath,1692184,Joe & Katrina,,Russian Hill,37.79769,-122.41155,Entire home/apt,275,7,30,2023-05-02,0.25,3,307,5,2022-004625STR
59831,Home in San Francisco · 1 bedroom · 1 bed · 1 bath,287859,Lawrence,,Outer Sunset,37.75674,-122.49178,Private room,100,60,1,2011-05-23,0.01,1,0,0,
591431,Home in San Francisco · ★4.53 · 3 bedrooms · 3 beds · 2.5 baths,727246,Erika,,Mission,37.75,-122.4235,Entire home/apt,325,1,18,2022-06-02,0.16,1,0,0,STR-0005246
271647,Rental unit in San Francisco · ★4.54 · 1 bedroom · 2 beds · 1.5 shared baths,1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,60,30,135,2021-02-14,1.04,2,0,0,
273530,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 2 baths,99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,337,4,35,2022-07-21,0.30,2,0,1,STR-0000036
60365,Home in San Francisco · ★4.87 · 3 bedrooms · 4 beds · 2 baths,279544,Emilie,,Western Addition,37.77034,-122.43594,Entire home/apt,546,4,251,2023-04-19,1.66,2,175,15,STR-0003775
274334,Home in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 private bath,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,87,3,149,2023-05-15,1.07,1,74,45,
592883,Home in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 private bath,1776403,Natallia,,Mission,37.75594,-122.41105,Private room,102,7,74,2023-03-25,0.60,5,129,9,
62519,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,304426,Abhay,,Noe Valley,37.7422,-122.42996,Private room,150,2,38,2023-04-29,0.38,2,0,1,
593253,Condo in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,90,5,396,2023-04-07,2.99,1,291,19,
279184,Rental unit in San Francisco · ★4.85 · 3 bedrooms · 4 beds · 2 baths,1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,550,4,13,2019-07-03,0.09,2,0,0,STR-0002616
62804,Condo in San Francisco · ★4.40 · 3 bedrooms · 3 beds · 1 bath,233540,Chris,,Western Addition,37.7702,-122.42913,Entire home/apt,400,30,11,2023-05-30,0.13,1,90,7,2023-000421STR
64165,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,237691,Regina,,Marina,37.80284,-122.42839,Private room,140,30,76,2022-11-24,0.53,3,296,3,
280673,Rental unit in San Francisco · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,1463652,Shane In SF,,Bernal Heights,37.74584,-122.42392,Private room,48,30,97,2020-12-01,0.70,1,51,0,
596042,Rental unit in San Francisco · ★4.78 · 1 bedroom · 1 bed,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,60,30,101,2022-01-31,0.76,9,295,0,
66119,Rental unit in San Francisco · ★4.19 · Studio · 2 beds · 1 bath,52862,Joe,,Outer Richmond,37.77737,-122.47985,Entire home/apt,95,30,101,2022-11-07,0.70,2,322,1,City registration pending
602535,Home in San Francisco · ★4.91 · 3 bedrooms · 4 beds · 2 baths,2981490,Sabra,,Noe Valley,37.74289340826195,-122.4285495461478,Entire home/apt,511,2,11,2023-05-21,0.08,1,64,3,STR-0000969
284117,Guesthouse in San Francisco · ★4.78 · 1 bedroom · 1 bed · 1 bath,1479905,Samantha,,Glen Park,37.74102,-122.42815,Entire home/apt,89,30,222,2023-05-12,1.62,2,22,5,STR-0002962
68239,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 bath,337833,Philipp,,Mission,37.75393,-122.42505,Entire home/apt,326,30,47,2023-05-01,0.32,1,283,3,
297897,Home in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,1535770,Tim,,Outer Sunset,37.75744,-122.50555,Entire home/apt,205,3,207,2019-12-12,1.55,1,30,0,STR-0005409
604221,Rental unit in San Francisco · ★4.64 · 2 bedrooms · 2 beds · 1 bath,2991110,Jerry,,Downtown/Civic Center,37.78239,-122.41833,Entire home/apt,120,30,23,2023-01-25,0.17,3,0,1,
69410,Home in San Francisco · ★4.92 · 1 bedroom · 2 beds · 1 bath,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home/apt,90,30,65,2023-01-31,0.44,1,289,6,
607500,Home in San Francisco · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,1805856,Adam N Alex,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,1169,4,68,2023-01-12,0.52,1,365,6,STR-0004236
308885,Condo in San Francisco · ★4.43 · 1 bedroom · 2 beds · 1 bath,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,120,30,113,2021-12-12,0.86,2,282,0,
70139,Rental unit in San Francisco · ★4.87 · 1 bedroom · 2 beds · 1 bath,354456,Rachel,,Bernal Heights,37.74544,-122.42271,Entire home/apt,110,30,16,2022-10-02,0.12,1,125,2,
314248,Home in San Francisco · ★4.86 · 3 bedrooms · 4 beds · 2.5 baths,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,500,7,60,2023-04-17,0.51,1,310,9,STR-0000133
616204,Rental unit in San Francisco · ★4.60 · 3 bedrooms · 4 beds · 1 bath,2806033,Tina,,Chinatown,37.79644,-122.40879,Entire home/apt,550,7,77,2022-08-27,0.59,2,350,3,STR-0002254
70753,Hostel in San Francisco · ★4.63 · 1 bedroom · 8 beds · 1 shared bath,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,42,1,439,2023-04-18,2.92,3,270,21,428539.0
626349,Condo in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,123,30,53,2023-04-12,0.40,1,59,2,
314368,Condo in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,86,2023-05-08,1.41,2,150,13,STR-0003012
